1,1,1,A. 2つ
1,1,2,B. 3つ
1,1,3,C. 4つ
1,1,4,D. 5つ
1,2,1,A. 青色
1,2,2,B. 黄色
1,2,3,C. 黒色
1,2,4,D. 赤色
1,3,1,A. 2冊
1,3,2,B. 3冊
1,3,3,C. 4冊
1,3,4,D. 5冊
1,4,1,A. 青色
1,4,2,B. 赤色
1,4,3,C. 黒色
1,4,4,D. 白色
1,5,1,A. 2人
1,5,2,B. 3人
1,5,3,C. 4人
1,5,4,D. 5人
1,6,1,A. 青色
1,6,2,B. 赤色
1,6,3,C. 緑色
1,6,4,D. 黄色
1,7,1,A. 1匹
1,7,2,B. 2匹
1,7,3,C. 3匹
1,7,4,D. 4匹
1,8,1,A. 青色
1,8,2,B. 赤色
1,8,3,C. 黒色
1,8,4,D. 緑色
1,9,1,A. ピンク
1,9,2,B. 青色
1,9,3,C. 黒色
1,9,4,D. 白色
1,10,1,A. 1つ
1,10,2,B. 2つ
1,10,3,C. 3つ
1,10,4,D. 4つ
2,1,1,A. 1つ
2,1,2,B. 2つ
2,1,3,C. 3つ
2,1,4,D. 4つ
2,2,1,A. 青色
2,2,2,B. 黄色
2,2,3,C. 緑色
2,2,4,D. 赤色
2,3,1,A. 1枚
2,3,2,B. 2枚
2,3,3,C. 3枚
2,3,4,D. 4枚
2,4,1,A. 2人
2,4,2,B. 3人
2,4,3,C. 4人
2,4,4,D. 5人
2,5,1,A. 青色
2,5,2,B. 赤色
2,5,3,C. 緑色
2,5,4,D. 白色
2,6,1,A. 赤色
2,6,2,B. 黄色
2,6,3,C. 青色
2,6,4,D. 黒色
2,7,1,A. 1匹
2,7,2,B. 2匹
2,7,3,C. 3匹
2,7,4,D. 4匹
2,8,1,A. 白色
2,8,2,B. ピンク
2,8,3,C. 緑色
2,8,4,D. 青色
2,9,1,A. 黒色
2,9,2,B. 赤色
2,9,3,C. 青色
2,9,4,D. 白色
2,10,1,A. 3つ
2,10,2,B. 4つ
2,10,3,C. 5つ
2,10,4,D. 6つ
3,1,1,A. 3羽
3,1,2,B. 4羽
3,1,3,C. 5羽
3,1,4,D. 6羽
3,2,1,A. 青色
3,2,2,B. 赤色
3,2,3,C. 白色
3,2,4,D. 黒色
3,3,1,A. 2つ
3,3,2,B. 3つ
3,3,3,C. 4つ
3,3,4,D. 5つ
3,4,1,A. 2人
3,4,2,B. 3人
3,4,3,C. 4人
3,4,4,D. 5人
3,5,1,A. 青色
3,5,2,B. 白色
3,5,3,C. 赤色
3,5,4,D. 黒色
3,6,1,A. 4つ
3,6,2,B. 5つ
3,6,3,C. 6つ
3,6,4,D. 7つ
3,7,1,A. 黒色
3,7,2,B. 青色
3,7,3,C. 緑色
3,7,4,D. 赤色
3,8,1,A. 1枚
3,8,2,B. 2枚
3,8,3,C. 3枚
3,8,4,D. 4枚
3,9,1,A. 青色
3,9,2,B. 緑色
3,9,3,C. 赤色
3,9,4,D. 黄色
3,10,1,A. 青色
3,10,2,B. 赤色
3,10,3,C. 白色
3,10,4,D. 黒色
4,1,1,A. 3つ
4,1,2,B. 4つ
4,1,3,C. 5つ
4,1,4,D. 6つ
4,2,1,A. 2匹
4,2,2,B. 3匹
4,2,3,C. 4匹
4,2,4,D. 5匹
4,3,1,A. 2冊
4,3,2,B. 3冊
4,3,3,C. 4冊
4,3,4,D. 5冊
4,4,1,A. 2人
4,4,2,B. 3人
4,4,3,C. 4人
4,4,4,D. 5人
4,5,1,A. 黄色
4,5,2,B. 青色
4,5,3,C. 赤色
4,5,4,D. 緑色
4,6,1,A. 赤色
4,6,2,B. 青色
4,6,3,C. 白色
4,6,4,D. 黄色
4,7,1,A. 白色
4,7,2,B. 黒色
4,7,3,C. 青色
4,7,4,D. 赤色
4,8,1,A. 青色
4,8,2,B. 緑色
4,8,3,C. 赤色
4,8,4,D. 白色
4,9,1,A. 青色
4,9,2,B. ピンク色
4,9,3,C. 黄色
4,9,4,D. 黒色
4,10,1,A. 5つ
4,10,2,B. 6つ
4,10,3,C. 7つ
4,10,4,D. 8つ
5,1,1,A. 黒色
5,1,2,B. 青色
5,1,3,C. 白色
5,1,4,D. 赤色
5,2,1,A. 1つ
5,2,2,B. 2つ
5,2,3,C. 3つ
5,2,4,D. 4つ
5,3,1,A. 2人
5,3,2,B. 3人
5,3,3,C. 4人
5,3,4,D. 5人
5,4,1,A. 1羽
5,4,2,B. 2羽
5,4,3,C. 3羽
5,4,4,D. 4羽
5,5,1,A. 青色
5,5,2,B. ピンク色
5,5,3,C. 黄色
5,5,4,D. 緑色
5,6,1,A. 赤色
5,6,2,B. 黒色
5,6,3,C. 青色
5,6,4,D. 白色
5,7,1,A. 2つ
5,7,2,B. 3つ
5,7,3,C. 4つ
5,7,4,D. 5つ
5,8,1,A. 黒色
5,8,2,B. 青色
5,8,3,C. 赤色
5,8,4,D. 黄色
5,9,1,A. 3冊
5,9,2,B. 4冊
5,9,3,C. 5冊
5,9,4,D. 6冊
5,10,1,A. 青色
5,10,2,B. 黄色
5,10,3,C. 白色
5,10,4,D. 緑色
6,1,1,A. 緑色
6,1,2,B. 青色
6,1,3,C. 黄色
6,1,4,D. 白色
6,2,1,A. 赤色
6,2,2,B. 青色
6,2,3,C. 黄色
6,2,4,D. 緑色
6,3,1,A. 4本
6,3,2,B. 5本
6,3,3,C. 6本
6,3,4,D. 7本
6,4,1,A. 2つ
6,4,2,B. 3つ
6,4,3,C. 4つ
6,4,4,D. 5つ
6,5,1,A. 赤色
6,5,2,B. 青色
6,5,3,C. 黒色
6,5,4,D. 黄色
6,6,1,A. 1つ
6,6,2,B. 2つ
6,6,3,C. 3つ
6,6,4,D. 4つ
6,7,1,A. 白色
6,7,2,B. 赤色
6,7,3,C. 青色
6,7,4,D. 黒色
6,8,1,A. 3人
6,8,2,B. 4人
6,8,3,C. 5人
6,8,4,D. 6人
6,9,1,A. 1匹
6,9,2,B. 2匹
6,9,3,C. 3匹
6,9,4,D. 4匹
6,10,1,A. 青色
6,10,2,B. 赤色
6,10,3,C. 緑色
6,10,4,D. 黒色
7,1,1,A. 2冊
7,1,2,B. 3冊
7,1,3,C. 4冊
7,1,4,D. 5冊
7,2,1,A. 4人
7,2,2,B. 5人
7,2,3,C. 6人
7,2,4,D. 7人
7,3,1,A. 1つ
7,3,2,B. 2つ
7,3,3,C. 3つ
7,3,4,D. 4つ
7,4,1,A. 黄色
7,4,2,B. 青色
7,4,3,C. 赤色
7,4,4,D. 緑色
7,5,1,A. 赤色
7,5,2,B. 青色
7,5,3,C. 黒色
7,5,4,D. 白色
7,6,1,A. 黒色
7,6,2,B. 赤色
7,6,3,C. 青色
7,6,4,D. 緑色
7,7,1,A. 緑色
7,7,2,B. 黒色
7,7,3,C. 青色
7,7,4,D. 赤色
7,8,1,A. 2つ
7,8,2,B. 3つ
7,8,3,C. 4つ
7,8,4,D. 5つ
7,9,1,A. 青色
7,9,2,B. 緑色
7,9,3,C. 黒色
7,9,4,D. 白色
7,10,1,A. 2本
7,10,2,B. 3本
7,10,3,C. 5本
7,10,4,D. 6本
8,1,1,A. 黒色
8,1,2,B. 青色
8,1,3,C. 黄色
8,1,4,D. 緑色
8,2,1,A. 1つ
8,2,2,B. 2つ
8,2,3,C. 3つ
8,2,4,D. 4つ
8,3,1,A. 4本
8,3,2,B. 5本
8,3,3,C. 6本
8,3,4,D. 7本
8,4,1,A. 赤色
8,4,2,B. 黒色
8,4,3,C. 白色
8,4,4,D. 青色
8,5,1,A. 2人
8,5,2,B. 3人
8,5,3,C. 4人
8,5,4,D. 5人
8,6,1,A. 2冊
8,6,2,B. 3冊
8,6,3,C. 4冊
8,6,4,D. 5冊
8,7,1,A. 青色
8,7,2,B. 赤色
8,7,3,C. 黒色
8,7,4,D. 緑色
8,8,1,A. 青色
8,8,2,B. 赤色
8,8,3,C. 白色
8,8,4,D. 黄色
8,9,1,A. 1冊
8,9,2,B. 2冊
8,9,3,C. 3冊
8,9,4,D. 4冊
8,10,1,A. 白色
8,10,2,B. 赤色
8,10,3,C. 黒色
8,10,4,D. 青色
9,1,1,A. 1つ
9,1,2,B. 2つ
9,1,3,C. 3つ
9,1,4,D. 4つ
9,2,1,A. 黒色
9,2,2,B. 白色
9,2,3,C. 赤色
9,2,4,D. 青色
9,3,1,A. 3つ
9,3,2,B. 4つ
9,3,3,C. 5つ
9,3,4,D. 6つ
9,4,1,A. 赤色
9,4,2,B. 青色
9,4,3,C. 緑色
9,4,4,D. 黄色
9,5,1,A. 青色
9,5,2,B. 赤色
9,5,3,C. 黒色
9,5,4,D. 黄色
9,6,1,A. 2人
9,6,2,B. 3人
9,6,3,C. 4人
9,6,4,D. 5人
9,7,1,A. 2冊
9,7,2,B. 3冊
9,7,3,C. 4冊
9,7,4,D. 5冊
9,8,1,A. 4個
9,8,2,B. 5個
